@RELATION Parrot

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {love, joy, surprise, anger, sadness, fear}

@DATA
"@serena_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i'm sad.",fear
"@farafaizul cost of living also very cheap, but no social life, that's what i'm scared of. Being boring and having a dull life.",fear
"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!",anger
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",sadness
"Very bummed I can't go to the @shiftworkspace open house today.   DD and I woke up with a stomach bug.  Blech.  Y'all have fun!",fear
"@mike03p IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;)",joy
"why did I ever delete my twitter?",surprise
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I'm sure",sadness
"I don't want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",fear
"Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?",fear
"Photo: So I still havnï¿½t hooked up my editing comp  I know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xeh1wetiq",love
"Victor drew Hannah Montanna in my yearbook.hahaha. I'm going to miss my 2nd per SO much",fear
"Damn. Stephane doesn't even feel sorry for me. Off to work then",sadness
"@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx",joy
"Excited to see the girls today; @takinakab its boring at work without you",joy
"Suddenly sick with the flu and quite sad about it",fear
"@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad",sadness
"Just got to work  Today is going to be another long ass day!",anger
"http://twitpic.com/66vld - i don't like this bangs! I want my hair back!",sadness
"dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite",sadness
"I'm glad I don't have class on Fridays. I need the break! Algebra test on Wednesday",fear
"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",fear
"@itsgabbith oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code",fear
"@mdfogarty Im so very sad that i am at work today and cant win tickets",sadness
"@DrRonVonDoom @derrickjdavis it might be the swine flu! haha 'cause i've got the flu",fear
"the sun burned me today....my arms look angry  Party tonight tho babes! woop!",sadness
"So sad...  John Cryer's ex-wife Sarah Trigger  charged with abusing their son. He had rope marks around his neck   http://digg.com/u14MCf",fear
"Walking to class. I hate not having a bike....especially mine.",anger
"I need to get in a good, hard workout today after work, I feel like I've been slacking! No good",sadness
"This poor butterfly was dead  http://twitpic.com/66vlw",fear
"Bloody exams next week",sadness
"the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha",joy
"This is a joke surely? http://prune.it/WEAt",fear
"@keirkafka I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?",anger
"Am i the only one experiencing problems logging into digital point forums ???",fear
"@thecomicproject It's sunny and hot in London today, while I sit in office cranking spreadsheets",sadness
"@NeyomFriday I'm here!... Jdubb is @ his funky job...I guess.. We're neglected",fear
"#BSNL, Stupid net went down.. Been without email for a whole day",fear
"@murphyusa why aren't you following me you bastard?! you're my own brother...",fear
"@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!",joy
"@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.",sadness
"@RodrigoVaca I agree. Everybody would've been excited and then it goes... ohhhh nooooo..... MS screws up again..",surprise
"Is working all weekend",sadness
"@Extrange I'm totally impressed!  I could only wish to be an otaku!  Instead...I just get horrible nosebleeds when I see bishonen",fear
"@Kel_Kel_17 ehh carnt stand hot weather",fear
"@twobdesired I did wake up but i appear to have missed you by not much!",surprise
"Ugh feeling sick to my stomach and I have five more hours of work to go",fear
"? THANK YOU @WINKII sana matanggap ako  http://plurk.com/p/x1yts",love
"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow",sadness
"@AugustGrrl oh no! Whats up chuck?",fear
"@chenks seen that!  hopefully ebay replacement  will work for you!  but take it to bits anyway! lol",joy
"working my way through this casualties discography.  have to pull weeds later  ...",joy
"Hour fifteen drive. Just left, bored and ate half my food already",fear
"@fattonyrap I'm just a couple bus stops away from an LC, but I didn't realize that until about a month or so ago",surprise
"50 is sooo much better than 65  my biology score's so bad.",fear
"is back from the park and is very sunburnt  cant wait 4 @totallywiredm 2night,and is gonna get smashed..bein sober jst wnt b as fun!",sadness
"@jhaywardbenzal ouch. I hate it when that happens.",sadness
"@AdamBMusic ik, i feel sooo bad for them",sadness
"@JoJolike i tried phoning you",fear
"WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.",sadness
"i need a jb but i dread the fact that it will have to be retail this summer",sadness
"Up and moving... my dad home when he should be working.. im due to work at 12",fear
"My invisibleSHIELD has gone a yellow pissy colour! Don't look good!",fear
"I'm drawning in emails",anger
"No twang photopass for tonite",fear
"@DissidentFury Good morning, sis! Alas, it'll be time for me to say goodnight soon.",love
"@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec",sadness
"Starting to get sad.",sadness
"Feel like death  evil headache and need to pack and drive to parents. Bum.",sadness
"Memorizing the first 18 lines of the General Prologue of The Canterbury Tales. Ughhh.",fear
"Big Header Folio (http://bit.ly/MYmeA  has been up 2 hours, no sales yet  I'm really impatient lol",fear
"i reaaally need you",sadness
"@lifesaver45 that sucks.",sadness
"@YarnThing oh Marly, I'm so sorry!!  I hope you find her soon!! &lt;3 &lt;3",fear
"someone broke into my car big time = having a really bad day",fear
"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!",sadness
"@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S",fear
"R.I.P. Sammie the Cat",sadness
"@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x",joy
"Pressly Anne Hamm misses her mommy while she is in Texas  http://apps.facebook.com/dogbook/profile/view/6480360",fear
"OMG...the heater in my room has been on all day while i was at school &amp; now it's boiling",surprise
"@Deb124 yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",joy
"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!",anger
"I can't believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!",fear
"Shit my neighbors dog just died.. it was hit by a damn car.. feeling really sad",fear
"at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you",sadness
"@Vasilicious Did you get your free chocolate?!? I still haven't gotten my email.",fear
"@brandyinboise How did you swing those? We didn't get that close.",surprise
"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..",joy
"In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away",sadness
"@xac Reminders are good! Speaking of which, we haven't had a Posture Check in awhile.....",joy
"How did I manage to schedule all my bills to eat my money all at the same time?  EVE, rent and phone are all within a couple days -.-",fear
"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",love
"Alcohol makes me tired. And I miss and want him so much. It hurts",fear
"ok...so i'm Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like shit",fear
"I REALLY wish I was spoiled!",fear
"Rest in peace Sheeba. You will be very missed. I'm off to go cry now.",fear
"I think I juz missed my last bus  .. Need to walk home sia - http://tweet.sg",surprise
"today is going to be a long day",fear
"Damn...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...",sadness
"ooh my icecream's gone  oh no wait i got another 2 boxes on the freezor! yumm",sadness
"last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!",anger
"I have never had a Starbucks coffee in my entire life, people keep making me jealous",sadness
"Oh, ouch. That hurt.  Damn washing machine is out to get me!  &lt;.&lt;    &gt;.&gt;",surprise
"@ScrapShoppeEtsy rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((",sadness
"@Rae4OSU where ya at girlie...haven't heard from you in a while  missing your cheery disposition...LOL",joy
"Momma martini went food shopping without me!!!!",fear
"Grrr..stupid internet connection ruined a great scrabble game",anger
"I want to go to my home!!! D: I don't like stay in the work all alone",sadness
"My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.",fear
"I dont think my twitpic is working",fear
"Just updated my To-Do List (notepad, need something else?) with Flickr and downloads. Internet being slow and sluggish",fear
"is sooo close to finishing her exams  role on monday and i will have my life back.",joy
"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",fear
"Hmmm I am very stuck, I have uploaded a picture but it doesn't show up :S I urgently need serious Twitter help  lol",fear
"I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.",sadness
"Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.",sadness
"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)",joy
"@DarkAeon Alas, the best I can offer is a small pony and a rowing boat",fear
