sentiment,content
sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
joy,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
joy,@alliemunchkin :3, Youtube loves my HD videos  well maybe.
anger,@tylerakira - ughhh!!! have to go back there tonight
fear,can't wait to get his hands on his new blackberry, this one is dying on me
fear,Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven't found a good one with reasonable rent...
sadness,@AliceS1 hey, I can't make it to Makers tonight
joy,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
love,@ispybeauty philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off
fear,@IvanaE grrrrrrrrrrrrrr ive barely read any of it
sadness,@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone
anger,Today i Know, My Life Is Empty...  Thats sad but real!!
anger,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.
surprise,AHHHH! Cant find anything because I have way too much open
fear,Gone up to 8mm on my plug. Help, this is where I said I'd go maximum and I still want to stretch it more...
sadness,It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.
sadness,I wouldn't mind some sunshine and a walk. Where are you, summer??
joy,@ashleytisdale have fun!!!!  i dont have school for a while, wish i could go to germany... its like 1 hour away  xoxo
sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
fear,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay&lt;3*
fear,no more twitter in a while   .. tweet tweet
sadness,@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all
joy,@jodiekearns I'm there all weekend, expecting it to be way too hot
love,@tommcfly My eyes are starting to hurt! It's getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?
sadness,Finally got a call for marriage counseling 3 days late....
fear,@mommymbd nope anthony wrecked his car i have to help him get it running
fear,Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
joy,Morning...I woke up to watch @taylorswift13 on the Today show. You rocked it girl. Wish I could have been there. So close but so far away
joy,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
fear,@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.
fear,Will you guy's keep voting for her and ask u'r followers to help to. Only 4days left before competitions close.
surprise,Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..
sadness,@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full
fear,My throat is killing me
joy,@unmarketing boo i'm a week late  how long u in town for?
fear,@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you
fear,Roasting to most probably death
sadness,Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn
joy,@nicolahunt nice way 2 end the week...
surprise,Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don't know anything else about it.
sadness,Finally sunny days and I'm too sick to go outside and play.
fear,ger my foot is killing me and i miss my matthew
love,is back home now      gonna miss every one
fear,@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.
sadness,so freaking tired.  It's like my body refuses to move.
fear,It's too hot.  I don't like it.
anger,Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.
fear,Ugh worried about my math test
surprise,@catashton I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?
fear,I wish the weather would be slightly less rainy so I could use the hot tub.
sadness,I fell! I think my knee is broken  but I look fabulous
joy,Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will.
sadness,now my ds just died  whatta letdown!
anger,@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home
joy,My ipod has taken it's last breath... Im truly devastated. I have lost my public transportation companion
fear,*meow* a week ago today @sevilla90 was here and we were road trippin
sadness,@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..
joy,@lanceseabourn I know  but this sub is sooooo good
joy,Praise the advantages of todays copy protection: can not run my fresh installed 3D app, since the licensing system donï¿½t let me.
joy,Whistling while you work = LAME! lol
surprise,TGIF Resto here at home is dayuummm expensive!
sadness,WALC-ers are you ready to cry? its going to be a long day of reminiscing
sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking
fear,@Cinderell4 i don't like to see you like this...  there must be something to make you smile...
fear,@dfarver76 Good BUT it's supposed to storm later
joy,@shadowfish But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?
fear,I want some sushi today
sadness,not long in from sunbathing and burnt
sadness,@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!
sadness,@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.
fear,@CarmelaMarie I'm okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.
joy,Going off BC is making me break out.
surprise,i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair
fear,Had to take my bad ass dog to the pet hotel....so sad
fear,chilling on the sofa, I hate vaccinations, I feel sooo ill
fear,lost my game  by 3 POINTS!!!!!
fear,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!
joy,@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
fear,I'm taking a twitter break. Cell is dying
sadness,Headache
love,Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.
sadness,@devontebrown its cuz you love me. dont make me sad
fear,my little booboo is sick
surprise,Wishing I could be in NOLA this weekend  oh well, I'll be there Tuesday!
surprise,Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves
joy,want food too
joy,@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless
love,i love mandy moore so much  and also angela
joy,@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
sadness,NOO!! XBOX got red rings of death
sadness,favorite shirt ruined:death by bleach  #fb
sadness,Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!
joy,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine
joy,Has finally finished emulsioning the bathroom. Now for gloss work
fear,@dulcedementia   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe
fear,taking sad to a whole new level
sadness,@joaniemaloney yep  which sucks because i thought somewhere it said it was..
sadness,Suddenly I remember all the memories with him  ohhh please
surprise,I made it six days in a row w/out an accident in the house and then pops took me to a strange place and didn't give me time after b-fast
surprise,If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.
sadness,Paid all my bills only to go out to the mailbox to find more of them
fear,i think my ipod is sick  it doesn't want to connect to any wi-fi . . .
fear,I'm feeling nauseous.
fear,#ivealwayswantedtosay Sorry to his wife also for moonying her...she was a lovely lady and it was a dare...she did not deserve that!
joy,@2dimples2 I dunno man. How bout some wendy's?? mmmmmm we dont gots that in H-town
fear,not feelin 2 well  im not sick, jus feel like blah... (especially my stomach) anotha 7 hours 2 go, but workday is so far so good.
sadness,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
fear,@vivek1209    Whn r u goin to Europe?
sadness,I think my book is gone forever... we mourn forever  SHIT!
joy,Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.
fear,Oh snap!  Just broke my windshield while replacing my wiper blades.
fear,Phooey!  They've planned CAMPING for my class reunion. I. Hate. Camping. ...and being the only single girl left from my graduating class.
sadness,is a failure
sadness,I misses my bed  so sleepy!
love,@LILPARADIVA @spookyjenb and Em, my baby, starts kindergarten.  What a crazy summer it's going to be.
fear,@AsMooNy ta3ally ma3ahaa w e83idy sa5neeha ly 6ool el 6ireee8  astaaahil wla :-p &lt;&lt;&lt; kfff looool wallah thx bard w 7ar ahm shy 8ahwaaa =|
anger,grr!  i hate being damn near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va
fear,@stacey79 that sucks - I'm still hungry and sucked down my food.
fear,i thought follow friday was about gaining new friends, not losing them.
sadness,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!
